session_id,target
1,0.0022095897136746906
2,4.807484426351849e-09
3,1.87305722498794e-08
4,2.3529356696771545e-08
5,3.131890446064538e-05
6,0.00021841428542015602
7,0.0005478094182204868
8,0.00013223540781196171
9,0.0007950982613165989
10,0.10313661687364957
11,3.037265869983076e-05
12,8.645282153657232e-05
13,0.00043757244799678854
14,0.35775123947281634
15,5.019003259711723e-05
16,0.004009566482099669
17,0.015199969310851963
18,3.192564019858168e-05
19,0.0009338244624605383
20,2.729669889399014e-07
21,0.062312001350358324
22,5.553685300547336e-08
23,2.866575431165507e-05
24,0.0003384971127120114
25,0.07176514446333378
26,4.595246738811717e-09
27,0.000627697107635261
28,3.6904841799452797e-07
29,0.014571821596518127
30,0.00011074075427223511
31,0.013675475602441915
32,0.04383488969384429
33,0.0006205358200213721
34,9.34177771878363e-08
35,0.013399494704738437
36,0.00032669878953171246
37,6.19955408688242e-09
38,1.3745067331375684e-08
39,0.00011074075427223511
40,3.0010075058763826e-05
41,0.0004425520556440822
42,0.001258264353644147
43,1.8712080186947344e-06
44,1.4062265560988888e-05
45,0.24374010454193482
46,8.731546633063824e-06
47,0.00925616038932282
48,0.0005913128628179338
49,2.5106088430298318e-05
50,9.500859597001522e-06
51,1.240568456587157e-07
52,6.010007927536661e-06
53,0.035749981555287344
54,0.00010327259393309251
55,6.146656720226803e-06
56,0.0018046102108380357
57,1.177759306351297e-06
58,1.5448340193124286e-05
59,1.588849915325374e-05
60,6.638917489172587e-06
61,9.050119474988503e-06
62,0.0013676702436773477
63,1.5017478941928105e-05
64,3.214981400778929e-05
65,7.065933048406406e-06
66,1.1956999118486428e-07
67,0.00019602179263741333
68,0.00015695993539395413
69,0.09147782224082401
70,0.00014671423439589017
71,0.0002719615560853889
72,1.588849915325374e-05
73,0.030188672420178572
74,4.807484426351849e-09
75,2.8881839382880256e-05
76,0.0003599235629302747
77,0.00017099915565560363
78,0.001525542976970314
79,7.26352385999573e-06
80,0.00012253111904805602
81,2.3594695821797866e-05
82,3.911257709601607e-05
83,3.728537616322006e-08
84,0.24983452347664975
85,1.3633111162582147e-05
86,6.214708324219441e-07
87,0.0011985326109627732
88,0.0005868227112818325
89,0.0003145576098483902
90,0.018058061332071905
91,0.00013069998208385528
92,9.623046865951183e-06
93,0.03278470504547888
94,0.0008488150590559493
95,0.038784327963517544
96,3.3860573313651305e-08
97,9.707500829437262e-05
98,6.850747562522112e-05
99,2.1817328213021615e-05
100,0.00010116969235263104
101,0.0005101978497331986
102,0.07066928738236632
103,0.0022692544460970474
104,0.0023872735896313317
105,3.7343263733341306e-06
106,0.0002782063032974724
107,0.00033265021558347564
108,1.931760167766915e-05
109,1.8131189531045616e-05
110,9.306500768694126e-05
111,0.00014644388157379645
112,2.575471261071941e-07
113,0.01539639826471437
114,6.678342113662252e-06
115,0.00013000979670034962
116,0.0008128048817450908
117,0.0014485613433770047
118,0.004407183803041991
119,0.009804531875329248
120,0.00014703519524480842
121,3.891649269745972e-05
122,0.00011074075427223511
123,0.0002835091781275598
124,2.3089432852843902e-05
125,0.001631076983721736
126,4.571541868309539e-07
127,5.225125736382745e-09
128,0.00035463130784711114
129,0.0030230927228998617
130,0.0012010214319574395
131,0.013172288885486442
132,0.0005478094182204868
133,0.0008460485560861607
134,1.5112940406602044e-06
135,6.037969082479655e-06
136,3.214981400778929e-05
137,0.00032213235194664374
138,0.0016287116013142537
139,8.235678685314335e-07
140,0.0005438836021736908
141,3.2383620813119826e-09
142,0.0003022377070496977
143,0.0002981370369933815
144,0.0007736505263275692
145,4.807484426351849e-09
146,0.011466307555379725
147,0.0003665447475829821
148,0.000500248036996303
149,0.0003887078456119682
150,0.06116601046967034
151,6.8686606464532e-06
152,0.029660263497490097
153,0.0016348263327094874
154,0.0025932349934615407
155,1.5609686499856933e-05
156,7.601935103060079e-05
157,7.626541623551707e-05
158,3.214981400778929e-05
159,1.4057000382535856e-06
160,0.00011074075427223511
161,0.0011894403804879091
162,5.238179850488948e-05
163,0.00012428090068379095
164,0.0010175717091319338
165,6.559588835114087e-08
166,2.2387909514550985e-05
167,0.0036777601431691102
